_id	month	neighborhood_municipality	bivalent_booster
161545	2023-10-01	Mount Washington (Pittsburgh)	3
161546	2022-10-01	Mt. Oliver (Pittsburgh)	31
161547	2022-12-01	Mt. Oliver (Pittsburgh)	13
161548	2023-03-01	Mt. Oliver (Pittsburgh)	2
161549	2023-09-01	Munhall	9
161550	2023-02-01	Neville	5
161551	2022-09-01	North Braddock	24
161552	2022-11-01	North Braddock	156
161553	2023-01-01	North Braddock	39
161554	2023-04-01	North Braddock	7
161555	2023-06-01	North Braddock	3
161556	2023-08-01	North Braddock	5
161557	2022-10-01	North Fayette	693
161558	2022-12-01	North Fayette	306
161559	2023-03-01	North Fayette	32
161560	2023-05-01	North Fayette	21
161561	2023-07-01	North Fayette	5
161562	2022-10-01	North Oakland (Pittsburgh)	522
161563	2022-12-01	North Oakland (Pittsburgh)	156
161564	2023-03-01	North Oakland (Pittsburgh)	21
161565	2023-05-01	North Oakland (Pittsburgh)	15
161566	2023-07-01	North Oakland (Pittsburgh)	5
161567	2023-02-01	North Shore (Pittsburgh)	3
161568	2022-10-01	North Versailles	572
161569	2022-12-01	North Versailles	250
161570	2023-03-01	North Versailles	61
161571	2023-05-01	North Versailles	23
161572	2023-07-01	North Versailles	6
161573	2022-10-01	Northview Heights (Pittsburgh)	27
161574	2022-12-01	Northview Heights (Pittsburgh)	12
161575	2023-03-01	Northview Heights (Pittsburgh)	2
161576	2023-02-01	Homestead	10
161577	2023-09-01	Homestead	2
161578	2023-02-01	Homewood North (Pittsburgh)	14
161579	2023-09-01	Homewood North (Pittsburgh)	10
161580	2022-10-01	Homewood West (Pittsburgh)	32
161581	2022-12-01	Homewood West (Pittsburgh)	8
161582	2023-03-01	Homewood West (Pittsburgh)	6
161583	2023-05-01	Homewood West (Pittsburgh)	4
161584	2023-07-01	Homewood West (Pittsburgh)	1
161585	2023-02-01	Indiana	41
161586	2023-09-01	Indiana	4
161587	2023-02-01	Ingram	15
161588	2023-09-01	Ingram	2
161589	2023-02-01	Jefferson Hills	58
161590	2023-09-01	Jefferson Hills	5
161591	2022-09-01	Kennedy	117
161592	2022-09-01	Kilbuck	21
161593	2022-11-01	Kilbuck	58
161594	2023-01-01	Kilbuck	16
161595	2022-09-01	Knoxville (Pittsburgh)	26
161596	2022-11-01	Knoxville (Pittsburgh)	91
161597	2023-01-01	Knoxville (Pittsburgh)	30
161598	2023-04-01	Knoxville (Pittsburgh)	6
161599	2023-06-01	Knoxville (Pittsburgh)	4
161600	2023-08-01	Knoxville (Pittsburgh)	2
161601	2023-02-01	Larimer (Pittsburgh)	5
161602	2023-02-01	Leetsdale	6
161603	2023-09-01	Leetsdale	1
161604	2023-02-01	Liberty	12
161605	2023-09-01	Liberty	1
161606	2023-02-01	Lincoln	2
161607	2022-10-01	Lincoln Place (Pittsburgh)	189
161608	2022-12-01	Lincoln Place (Pittsburgh)	83
161609	2023-03-01	Lincoln Place (Pittsburgh)	15
161610	2023-05-01	Lincoln Place (Pittsburgh)	6
161611	2023-07-01	Lincoln Place (Pittsburgh)	5
161612	2023-02-01	Lincoln-Lemington-Belmar (Pittsburgh)	23
161613	2023-09-01	Lincoln-Lemington-Belmar (Pittsburgh)	2
161614	2022-12-01	Lower Lawrenceville (Pittsburgh)	84
161615	2023-05-01	Lower Lawrenceville (Pittsburgh)	8
161616	2023-07-01	Lower Lawrenceville (Pittsburgh)	7
161617	2022-10-01	Marshall	530
161618	2022-12-01	Marshall	274
161619	2023-03-01	Marshall	31
161620	2023-05-01	Marshall	11
161621	2023-07-01	Marshall	4
161622	2022-10-01	Marshall-Shadeland (Pittsburgh)	179
161623	2022-12-01	Marshall-Shadeland (Pittsburgh)	93
161624	2023-03-01	Marshall-Shadeland (Pittsburgh)	26
161625	2023-05-01	Marshall-Shadeland (Pittsburgh)	9
161626	2023-07-01	Marshall-Shadeland (Pittsburgh)	2
161627	2023-10-01	McCandless	10
161628	2023-02-01	Mckees rocks	26
161629	2023-09-01	Mckees rocks	3
161630	2022-09-01	McKeesport	88
161631	2022-11-01	McKeesport	646
161632	2023-01-01	McKeesport	143
161633	2023-04-01	McKeesport	54
161634	2023-06-01	McKeesport	10
161635	2023-08-01	McKeesport	17
161636	2023-02-01	Millvale	18
161637	2023-09-01	Millvale	1
161638	2023-02-01	Monroeville	170
161639	2023-02-01	Morningside (Pittsburgh)	32
161640	2023-09-01	Morningside (Pittsburgh)	5
161641	2023-02-01	Mount Lebanon	214
161642	2023-09-01	Mount Lebanon	26
161643	2022-10-01	Mount Oliver Borough	98
161644	2022-12-01	Mount Oliver Borough	54
161645	2023-03-01	Mount Oliver Borough	16
161646	2023-05-01	Mount Oliver Borough	14
161647	2023-07-01	Mount Oliver Borough	5
161648	2022-10-01	Mount Washington (Pittsburgh)	535
161649	2022-12-01	Mount Washington (Pittsburgh)	215
161650	2023-03-01	Mount Washington (Pittsburgh)	23
161651	2023-05-01	Mount Washington (Pittsburgh)	16
161652	2023-07-01	Mount Washington (Pittsburgh)	8
161653	2022-09-01	Mt. Oliver (Pittsburgh)	8
161654	2022-10-01	Munhall	666
161655	2022-12-01	Munhall	278
161656	2023-03-01	Munhall	36
161657	2023-05-01	Munhall	19
161658	2023-07-01	Munhall	6
161659	2022-09-01	Neville	12
161660	2022-11-01	Neville	45
161661	2023-01-01	Neville	11
161662	2023-04-01	Neville	1
161663	2022-10-01	New Homestead (Pittsburgh)	56
161664	2022-12-01	New Homestead (Pittsburgh)	19
161665	2023-03-01	New Homestead (Pittsburgh)	4
161666	2023-05-01	New Homestead (Pittsburgh)	1
161667	2023-02-01	North Fayette	51
161668	2023-09-01	North Fayette	4
161669	2022-09-01	North Oakland (Pittsburgh)	162
161670	2022-10-01	North Shore (Pittsburgh)	17
161671	2022-12-01	North Shore (Pittsburgh)	8
161672	2023-03-01	North Shore (Pittsburgh)	1
161673	2023-05-01	North Shore (Pittsburgh)	1
161674	2022-09-01	North Versailles	86
161675	2022-11-01	North Versailles	478
161676	2023-01-01	North Versailles	121
161677	2023-04-01	North Versailles	26
161678	2023-06-01	North Versailles	7
161679	2023-08-01	North Versailles	5
161680	2022-09-01	O'Hara	339
161681	2023-02-01	Oakdale	7
161682	2023-02-01	Oakmont	46
161683	2023-09-01	Oakmont	9
161684	2022-10-01	Ohio	700
161685	2022-12-01	Ohio	286
161686	2023-03-01	Ohio	26
161687	2023-05-01	Ohio	17
161688	2023-02-01	Overbrook (Pittsburgh)	12
161689	2023-09-01	Overbrook (Pittsburgh)	3
161690	2022-09-01	Penn Hills	501
161691	2022-11-01	Penn Hills	2358
161692	2023-01-01	Penn Hills	543
161693	2023-04-01	Penn Hills	105
161694	2023-06-01	Penn Hills	67
161695	2023-08-01	Penn Hills	46
161696	2023-10-01	Penn Hills	6
161697	2023-02-01	Pennsbury Village	3
161698	2023-09-01	Pennsbury Village	1
161699	2022-10-01	Perry North (Pittsburgh)	247
161700	2023-02-01	Perry South (Pittsburgh)	19
161701	2022-10-01	Pitcairn	125
161702	2022-12-01	Pitcairn	62
161703	2023-03-01	Pitcairn	12
161704	2023-05-01	Pitcairn	8
161705	2023-07-01	Pitcairn	3
161706	2023-02-01	Pleasant Hills	56
161707	2023-09-01	Pleasant Hills	7
161708	2022-09-01	Plum	341
161709	2022-11-01	Plum	1664
161710	2023-01-01	Plum	356
161711	2023-04-01	Plum	56
161712	2023-06-01	Plum	27
161713	2023-08-01	Plum	16
161714	2023-10-01	Plum	2
161715	2023-09-01	Point Breeze (Pittsburgh)	7
161716	2022-09-01	Point Breeze North (Pittsburgh)	39
161717	2022-11-01	Point Breeze North (Pittsburgh)	171
161718	2023-02-01	Polish Hill (Pittsburgh)	15
161719	2023-09-01	Polish Hill (Pittsburgh)	1
161720	2023-02-01	Port Vue	24
161721	2023-09-01	Port Vue	2
161722	2022-09-01	Rankin	7
161723	2022-11-01	Rankin	40
161724	2023-01-01	Rankin	20
161725	2023-04-01	Rankin	4
161726	2023-06-01	Rankin	4
161727	2023-08-01	Rankin	2
161728	2022-10-01	Regent Square (Pittsburgh)	156
161729	2022-12-01	Regent Square (Pittsburgh)	59
161730	2023-03-01	Regent Square (Pittsburgh)	9
161731	2023-05-01	Regent Square (Pittsburgh)	3
161732	2023-02-01	Reserve	22
161733	2023-07-01	Reserve	2
161734	2023-10-01	Richland	1
161735	2023-02-01	Ridgemont (Pittsburgh)	6
161736	2023-02-01	Robinson	85
161737	2023-09-01	Robinson	5
161738	2023-02-01	Ross	225
161739	2023-09-01	Ross	20
161740	2022-09-01	Rosslyn Farms	13
161741	2022-11-01	Rosslyn Farms	34
161742	2023-01-01	Rosslyn Farms	6
161743	2023-06-01	Rosslyn Farms	1
161744	2022-10-01	Sewickley	337
161745	2022-12-01	Sewickley	147
161746	2023-03-01	Sewickley	16
161747	2023-05-01	Sewickley	7
161748	2023-07-01	Sewickley	6
161749	2022-09-01	Shadyside (Pittsburgh)	388
161750	2022-10-01	Shaler	2288
161751	2022-12-01	Shaler	922
161752	2023-03-01	Shaler	144
161753	2023-05-01	Shaler	61
161754	2023-07-01	Shaler	23
161755	2022-10-01	Sharpsburg	151
161756	2023-03-01	Sharpsburg	16
161757	2023-02-01	Sheraden (Pittsburgh)	38
161758	2023-02-01	South Fayette	123
161759	2023-09-01	South Fayette	6
161760	2022-09-01	South Oakland (Pittsburgh)	31
161761	2022-11-01	South Oakland (Pittsburgh)	97
161762	2023-01-01	South Oakland (Pittsburgh)	34
161763	2023-04-01	South Oakland (Pittsburgh)	9
161764	2023-06-01	South Oakland (Pittsburgh)	2
161765	2023-08-01	South Oakland (Pittsburgh)	1
161766	2023-10-01	South Oakland (Pittsburgh)	1
161767	2022-09-01	South Park	237
161768	2022-11-01	South Park	790
161769	2023-01-01	South Park	180
161770	2023-04-01	South Park	31
161771	2023-06-01	South Park	12
161772	2022-11-01	South Versailles	15
161773	2023-01-01	South Versailles	3
161774	2022-09-01	Southside Flats (Pittsburgh)	141
161775	2022-11-01	Southside Flats (Pittsburgh)	329
161776	2023-04-01	Southside Flats (Pittsburgh)	18
161777	2023-05-01	Southside Slopes (Pittsburgh)	15
161778	2023-07-01	Southside Slopes (Pittsburgh)	4
161779	2023-02-01	Spring Garden (Pittsburgh)	4
161780	2022-09-01	Springdale Borough	30
161781	2022-11-01	Springdale Borough	191
161782	2023-01-01	Springdale Borough	44
161783	2023-04-01	Springdale Borough	6
161784	2023-06-01	Springdale Borough	4
161785	2023-08-01	Springdale Borough	6
161786	2023-02-01	Springdale Township	12
161787	2023-09-01	Squirrel Hill North (Pittsburgh)	9
161788	2022-11-01	Squirrel Hill South (Pittsburgh)	1384
161789	2023-01-01	Squirrel Hill South (Pittsburgh)	320
161790	2023-04-01	Squirrel Hill South (Pittsburgh)	44
161791	2023-06-01	Squirrel Hill South (Pittsburgh)	52
161792	2023-08-01	Squirrel Hill South (Pittsburgh)	36
161793	2023-10-01	Squirrel Hill South (Pittsburgh)	3
161794	2023-02-01	Stanton Heights (Pittsburgh)	47
161795	2023-09-01	Stanton Heights (Pittsburgh)	4
161796	2022-09-01	Stowe	36
161797	2022-11-01	Stowe	211
161798	2023-01-01	Stowe	48
161799	2023-04-01	Stowe	8
161800	2023-06-01	Stowe	3
161801	2023-02-01	Strip District (Pittsburgh)	13
161802	2023-02-01	Summer Hill (Pittsburgh)	6
161803	2022-10-01	Swisshelm Park (Pittsburgh)	132
161804	2023-03-01	Swisshelm Park (Pittsburgh)	14
161805	2022-10-01	Swissvale	628
161806	2022-12-01	Swissvale	271
161807	2023-03-01	Swissvale	38
161808	2023-05-01	Swissvale	18
161809	2023-07-01	Swissvale	5
161810	2023-02-01	Tarentum	19
161811	2023-02-01	Terrace Village (Pittsburgh)	12
161812	2023-09-01	Terrace Village (Pittsburgh)	5
161813	2023-09-01	Thornburg	1
161814	2023-01-01	Troy Hill (Pittsburgh)	18
161815	2023-06-01	Troy Hill (Pittsburgh)	5
161816	2023-08-01	Troy Hill (Pittsburgh)	3
161817	2023-10-01	Troy Hill (Pittsburgh)	1
161818	2022-10-01	Undefined	106
161819	2022-12-01	Undefined	45
161820	2023-03-01	Undefined	9
161821	2023-05-01	Undefined	5
161822	2023-07-01	Undefined	4
161823	2023-02-01	Upper Lawrenceville (Pittsburgh)	19
161824	2023-09-01	Upper Lawrenceville (Pittsburgh)	4
161825	2023-02-01	Upper Saint Clair	144
161826	2023-09-01	Upper Saint Clair	16
161827	2023-02-01	Verona	23
161828	2023-02-01	Versailles	8
161829	2023-02-01	West Deer	60
161830	2023-09-01	West Deer	3
161831	2022-09-01	West Elizabeth	3
161832	2022-11-01	West Elizabeth	15
161833	2023-01-01	West Elizabeth	9
161834	2023-04-01	West Elizabeth	2
161835	2022-09-01	West End (Pittsburgh)	2
161836	2022-11-01	West End (Pittsburgh)	12
161837	2023-01-01	West End (Pittsburgh)	5
161838	2023-06-01	West End (Pittsburgh)	1
161839	2022-09-01	West Homestead	15
161840	2022-11-01	West Homestead	114
161841	2023-01-01	West Homestead	26
161842	2023-04-01	West Homestead	10
161843	2023-08-01	West Homestead	1
161844	2023-10-01	West Homestead	1
161845	2023-02-01	West Mifflin	121
161846	2023-09-01	West Mifflin	3
161847	2022-09-01	West Oakland (Pittsburgh)	10
161848	2022-11-01	West Oakland (Pittsburgh)	79
161849	2023-01-01	West Oakland (Pittsburgh)	15
161850	2023-04-01	West Oakland (Pittsburgh)	5
161851	2023-06-01	West Oakland (Pittsburgh)	1
161852	2023-01-01	West View	104
161853	2023-06-01	West View	5
161854	2023-08-01	West View	7
161855	2023-10-01	West View	3
161856	2022-10-01	Whitaker	50
161857	2022-12-01	Whitaker	19
161858	2023-03-01	Whitaker	4
161859	2023-05-01	Whitaker	2
161860	2023-07-01	Whitaker	2
161861	2023-02-01	White Oak	39
161862	2023-09-01	White Oak	2
161863	2023-02-01	Whitehall	85
161864	2023-09-01	Whitehall	13
161865	2023-02-01	Wilkinsburg	91
161866	2023-02-01	Wilmerding	11
161867	2022-10-01	Windgap (Pittsburgh)	75
161868	2022-12-01	Windgap (Pittsburgh)	41
161869	2023-03-01	Windgap (Pittsburgh)	2
161870	2023-05-01	Windgap (Pittsburgh)	6
161871	2023-07-01	Windgap (Pittsburgh)	1
161872	2023-05-01	Duquesne	11
161873	2023-07-01	Duquesne	4
161874	2022-09-01	Duquesne Heights (Pittsburgh)	41
161875	2022-11-01	Duquesne Heights (Pittsburgh)	153
161876	2023-01-01	Duquesne Heights (Pittsburgh)	23
161877	2023-04-01	Duquesne Heights (Pittsburgh)	6
161878	2023-06-01	Duquesne Heights (Pittsburgh)	2
161879	2023-08-01	Duquesne Heights (Pittsburgh)	2
161880	2022-10-01	East Allegheny (Pittsburgh)	122
161881	2023-03-01	East Allegheny (Pittsburgh)	11
161882	2023-02-01	East Carnegie (Pittsburgh)	3
161883	2022-09-01	East Deer	7
161884	2022-11-01	East Deer	73
161885	2023-01-01	East Deer	13
161886	2023-04-01	East Deer	4
161887	2023-06-01	East Deer	1
161888	2022-09-01	East Hills (Pittsburgh)	15
161889	2022-11-01	East Hills (Pittsburgh)	83
161890	2023-01-01	East Hills (Pittsburgh)	23
161891	2023-04-01	East Hills (Pittsburgh)	15
161892	2023-06-01	East Hills (Pittsburgh)	8
161893	2023-08-01	East Hills (Pittsburgh)	3
161894	2023-09-01	East Liberty (Pittsburgh)	4
161895	2022-09-01	East Mckeesport	13
161896	2022-11-01	East Mckeesport	105
161897	2023-01-01	East Mckeesport	32
161898	2023-04-01	East Mckeesport	5
161899	2023-06-01	East Mckeesport	2
161900	2022-09-01	East Pittsburgh	7
161901	2022-11-01	East Pittsburgh	54
161902	2023-01-01	East Pittsburgh	12
161903	2023-04-01	East Pittsburgh	5
161904	2023-06-01	East Pittsburgh	4
161905	2023-08-01	East Pittsburgh	1
161906	2023-02-01	Edgewood	37
161907	2022-09-01	Edgeworth	54
161908	2022-11-01	Edgeworth	157
161909	2023-01-01	Edgeworth	23
161910	2023-04-01	Edgeworth	2
161911	2023-06-01	Edgeworth	1
161912	2023-08-01	Edgeworth	2
161913	2023-10-01	Edgeworth	2
161914	2022-09-01	Elizabeth Borough	14
161915	2022-11-01	Elizabeth Borough	65
161916	2023-01-01	Elizabeth Borough	8
161917	2023-04-01	Elizabeth Borough	2
161918	2023-06-01	Elizabeth Borough	1
161919	2023-08-01	Elizabeth Borough	1
161920	2022-10-01	Elizabeth Township	759
161921	2023-03-01	Elizabeth Township	45
161922	2022-10-01	Elliott (Pittsburgh)	97
161923	2022-12-01	Elliott (Pittsburgh)	49
161924	2023-03-01	Elliott (Pittsburgh)	4
161925	2023-05-01	Elliott (Pittsburgh)	1
161926	2023-07-01	Elliott (Pittsburgh)	1
161927	2023-02-01	Emsworth	11
161928	2023-02-01	Esplen (Pittsburgh)	3
161929	2022-10-01	Etna	205
161930	2022-12-01	Etna	98
161931	2023-03-01	Etna	11
161932	2023-05-01	Etna	5
161933	2023-07-01	Etna	3
161934	2023-02-01	Fawn	11
161935	2023-09-01	Fawn	1
161936	2023-02-01	Findlay	27
161937	2023-09-01	Findlay	2
161938	2023-02-01	Forest Hills	55
161939	2023-09-01	Forest Hills	2
161940	2022-09-01	Forward	14
161941	2022-11-01	Forward	63
161942	2023-01-01	Forward	23
161943	2023-04-01	Forward	3
161944	2022-10-01	Fox Chapel	645
161945	2022-12-01	Fox Chapel	271
161946	2023-03-01	Fox Chapel	23
161947	2023-05-01	Fox Chapel	21
161948	2023-07-01	Fox Chapel	5
161949	2023-08-01	Franklin Park	17
161950	2023-10-01	Franklin Park	1
161951	2022-10-01	Frazer	53
161952	2022-12-01	Frazer	27
161953	2023-05-01	Frazer	1
161954	2023-07-01	Frazer	2
161955	2022-09-01	Friendship (Pittsburgh)	36
161956	2022-11-01	Friendship (Pittsburgh)	111
161957	2023-01-01	Friendship (Pittsburgh)	26
161958	2023-04-01	Friendship (Pittsburgh)	6
161959	2023-06-01	Friendship (Pittsburgh)	5
161960	2023-08-01	Friendship (Pittsburgh)	4
161961	2023-09-01	Garfield (Pittsburgh)	3
161962	2023-05-01	Glassport	9
161963	2023-07-01	Glassport	6
161964	2022-09-01	Glen Osborne	12
161965	2022-11-01	Glen Osborne	59
161966	2023-01-01	Glen Osborne	9
161967	2023-06-01	Glen Osborne	1
161968	2022-09-01	Glenfield	1
161969	2022-11-01	Glenfield	11
161970	2023-06-01	Glenfield	1
161971	2023-10-01	Green Tree	1
161972	2023-02-01	Greenfield (Pittsburgh)	50
161973	2023-09-01	Greenfield (Pittsburgh)	7
161974	2023-02-01	Hampton	124
161975	2023-09-01	Hampton	10
161976	2023-02-01	Harrison	48
161977	2023-09-01	Harrison	5
161978	2023-02-01	Hazelwood (Pittsburgh)	21
161979	2023-09-01	Hazelwood (Pittsburgh)	4
161980	2022-10-01	Heidelberg	53
161981	2022-12-01	Heidelberg	36
161982	2023-03-01	Heidelberg	3
161983	2023-05-01	Heidelberg	2
161984	2023-02-01	Highland Park (Pittsburgh)	67
161985	2023-09-01	Highland Park (Pittsburgh)	8
161986	2022-09-01	Homewood North (Pittsburgh)	15
161987	2023-02-01	Homewood South (Pittsburgh)	10
161988	2023-09-01	Homewood South (Pittsburgh)	1
161989	2022-09-01	Homewood West (Pittsburgh)	7
161990	2022-11-01	Homewood West (Pittsburgh)	24
161991	2023-01-01	Homewood West (Pittsburgh)	6
161992	2023-04-01	Homewood West (Pittsburgh)	4
161993	2023-06-01	Homewood West (Pittsburgh)	3
161994	2023-08-01	Homewood West (Pittsburgh)	2
161995	2022-09-01	Indiana	138
161996	2022-11-01	Indiana	488
161997	2023-01-01	Indiana	95
161998	2023-04-01	Indiana	20
161999	2023-06-01	Indiana	12
162000	2023-08-01	Indiana	10
162001	2023-10-01	Indiana	2
162002	2022-09-01	Ingram	46
162003	2022-11-01	Ingram	176
162004	2023-01-01	Ingram	47
162005	2023-04-01	Ingram	10
162006	2023-06-01	Ingram	5
162007	2023-08-01	Ingram	2
162008	2022-09-01	Jefferson Hills	128
162009	2022-11-01	Jefferson Hills	611
162010	2023-02-01	Kennedy	47
162011	2023-02-01	Kilbuck	5
162012	2023-09-01	Kilbuck	2
162013	2023-02-01	Knoxville (Pittsburgh)	15
162014	2022-12-01	Larimer (Pittsburgh)	28
162015	2023-03-01	Larimer (Pittsburgh)	7
162016	2023-05-01	Larimer (Pittsburgh)	4
162017	2023-07-01	Larimer (Pittsburgh)	3
162018	2022-09-01	Leet	12
162019	2022-11-01	Leet	94
162020	2023-01-01	Leet	20
162021	2023-04-01	Leet	2
162022	2023-06-01	Leet	3
162023	2022-09-01	Leetsdale	9
162024	2022-11-01	Leetsdale	56
162025	2023-01-01	Leetsdale	22
162026	2023-04-01	Leetsdale	1
162027	2023-08-01	Leetsdale	2
162028	2023-10-01	Leetsdale	1
162029	2022-09-01	Liberty	16
162030	2022-11-01	Liberty	107
162031	2023-01-01	Liberty	25
162032	2023-04-01	Liberty	4
162033	2023-06-01	Liberty	4
162034	2023-08-01	Liberty	2
162035	2022-09-01	Lincoln-Lemington-Belmar (Pittsburgh)	26
162036	2022-11-01	Lincoln-Lemington-Belmar (Pittsburgh)	132
162037	2023-01-01	Lincoln-Lemington-Belmar (Pittsburgh)	38
162038	2023-05-01	Northview Heights (Pittsburgh)	23
162039	2023-07-01	Northview Heights (Pittsburgh)	2
162040	2022-11-01	O'Hara	874
162041	2023-01-01	O'Hara	206
162042	2023-04-01	O'Hara	22
162043	2023-06-01	O'Hara	24
162044	2023-08-01	O'Hara	6
162045	2023-10-01	O'Hara	1
162046	2023-10-01	Oakdale	1
162047	2022-10-01	Oakmont	771
162048	2022-12-01	Oakmont	222
162049	2023-03-01	Oakmont	22
162050	2023-02-01	Oakwood (Pittsburgh)	5
162051	2023-02-01	Ohio	39
162052	2023-09-01	Ohio	5
162053	2022-10-01	Penn Hills	2664
162054	2022-12-01	Penn Hills	1103
162055	2023-03-01	Penn Hills	190
162056	2023-05-01	Penn Hills	109
162057	2023-07-01	Penn Hills	31
162058	2023-02-01	Perry North (Pittsburgh)	24
162059	2023-09-01	Perry North (Pittsburgh)	5
162060	2022-10-01	Perry South (Pittsburgh)	177
162061	2022-12-01	Perry South (Pittsburgh)	100
162062	2023-03-01	Perry South (Pittsburgh)	23
162063	2023-05-01	Perry South (Pittsburgh)	14
162064	2023-07-01	Perry South (Pittsburgh)	3
162065	2022-09-01	Pine	254
162066	2022-11-01	Pine	823
162067	2023-01-01	Pine	231
162068	2023-04-01	Pine	27
162069	2023-06-01	Pine	24
162070	2023-08-01	Pine	25
162071	2023-10-01	Pine	4
162072	2022-09-01	Pitcairn	16
162073	2022-11-01	Pitcairn	125
162074	2023-01-01	Pitcairn	35
162075	2023-04-01	Pitcairn	7
162076	2023-06-01	Pitcairn	3
162077	2023-08-01	Pitcairn	2
162078	2023-10-01	Pitcairn	1
162079	2022-10-01	Pleasant Hills	663
162080	2022-12-01	Pleasant Hills	310
162081	2023-03-01	Pleasant Hills	32
162082	2023-05-01	Pleasant Hills	13
162083	2023-07-01	Pleasant Hills	8
162084	2023-02-01	Plum	129
162085	2023-02-01	Point Breeze (Pittsburgh)	58
162086	2023-01-01	Point Breeze North (Pittsburgh)	29
162087	2023-04-01	Point Breeze North (Pittsburgh)	16
162088	2023-06-01	Point Breeze North (Pittsburgh)	6
162089	2023-08-01	Point Breeze North (Pittsburgh)	2
162090	2023-10-01	Point Breeze North (Pittsburgh)	1
162091	2023-02-01	Regent Square (Pittsburgh)	11
162092	2023-09-01	Regent Square (Pittsburgh)	1
162093	2022-10-01	Reserve	275
162094	2022-12-01	Reserve	111
162095	2023-03-01	Reserve	15
162096	2023-05-01	Reserve	9
162097	2023-06-01	Reserve	6
162098	2023-08-01	Reserve	2
162099	2023-02-01	Richland	92
162100	2023-09-01	Richland	2
162101	2022-10-01	Ridgemont (Pittsburgh)	26
162102	2022-12-01	Ridgemont (Pittsburgh)	11
162103	2023-03-01	Ridgemont (Pittsburgh)	3
162104	2023-05-01	Ridgemont (Pittsburgh)	1
162105	2022-09-01	Ross	571
162106	2022-11-01	Ross	2222
162107	2023-01-01	Ross	518
162108	2023-04-01	Ross	81
162109	2023-06-01	Ross	54
162110	2023-08-01	Ross	33
162111	2023-10-01	Ross	7
162112	2023-02-01	Rosslyn Farms	2
162113	2022-09-01	Scott	267
162114	2022-11-01	Scott	1358
162115	2023-01-01	Scott	238
162116	2023-04-01	Scott	44
162117	2023-06-01	Scott	27
162118	2023-08-01	Scott	14
162119	2023-10-01	Scott	5
162120	2023-09-01	Sewickley	6
162121	2023-02-01	Sewickley Heights	5
162122	2023-02-01	Sewickley Hills	11
162123	2023-09-01	Sewickley Hills	1
162124	2022-11-01	Shadyside (Pittsburgh)	863
162125	2023-01-01	Shadyside (Pittsburgh)	227
162126	2023-04-01	Shadyside (Pittsburgh)	38
162127	2023-06-01	Shadyside (Pittsburgh)	30
162128	2023-08-01	Shadyside (Pittsburgh)	6
162129	2023-10-01	Shadyside (Pittsburgh)	7
162130	2022-09-01	Shaler	507
162131	2022-11-01	Shaler	1854
162132	2023-01-01	Shaler	425
162133	2023-04-01	Shaler	94
162134	2023-06-01	Shaler	39
162135	2023-08-01	Shaler	41
162136	2023-10-01	Shaler	5
162137	2023-02-01	Sharpsburg	24
162138	2023-09-01	Sharpsburg	4
162139	2022-09-01	Sheraden (Pittsburgh)	47
162140	2022-11-01	Sheraden (Pittsburgh)	190
162141	2023-01-01	Sheraden (Pittsburgh)	50
162142	2023-04-01	Sheraden (Pittsburgh)	15
162143	2023-06-01	Sheraden (Pittsburgh)	6
162144	2023-08-01	Sheraden (Pittsburgh)	6
162145	2023-10-01	Sheraden (Pittsburgh)	1
162146	2022-10-01	South Oakland (Pittsburgh)	137
162147	2022-12-01	South Oakland (Pittsburgh)	58
162148	2023-03-01	South Oakland (Pittsburgh)	14
162149	2023-05-01	South Oakland (Pittsburgh)	19
162150	2023-07-01	South Oakland (Pittsburgh)	1
162151	2022-10-01	South Park	869
162152	2022-12-01	South Park	414
162153	2023-03-01	South Park	65
162154	2023-05-01	South Park	35
162155	2023-07-01	South Park	15
162156	2022-09-01	South Shore (Pittsburgh)	6
162157	2022-11-01	South Shore (Pittsburgh)	13
162158	2023-01-01	Southside Flats (Pittsburgh)	74
162159	2023-06-01	Southside Flats (Pittsburgh)	17
162160	2023-08-01	Southside Flats (Pittsburgh)	6
162161	2023-10-01	Southside Flats (Pittsburgh)	1
162162	2022-09-01	Southside Slopes (Pittsburgh)	46
162163	2022-11-01	Southside Slopes (Pittsburgh)	165
162164	2023-01-01	Southside Slopes (Pittsburgh)	43
162165	2023-04-01	Southside Slopes (Pittsburgh)	6
162166	2023-06-01	Southside Slopes (Pittsburgh)	7
162167	2023-08-01	Southside Slopes (Pittsburgh)	5
162168	2023-10-01	Southside Slopes (Pittsburgh)	1
162169	2022-11-01	Spring Garden (Pittsburgh)	48
162170	2023-01-01	Spring Garden (Pittsburgh)	5
162171	2023-04-01	Spring Garden (Pittsburgh)	1
162172	2023-06-01	Spring Garden (Pittsburgh)	1
162173	2022-10-01	Spring Hill-City View (Pittsburgh)	137
162174	2022-12-01	Spring Hill-City View (Pittsburgh)	59
162175	2023-03-01	Spring Hill-City View (Pittsburgh)	13
162176	2023-05-01	Spring Hill-City View (Pittsburgh)	4
162177	2023-07-01	Spring Hill-City View (Pittsburgh)	3
162178	2023-02-01	Springdale Borough	23
162179	2023-09-01	Springdale Borough	1
162180	2022-10-01	Springdale Township	129
162181	2022-12-01	Springdale Township	48
162182	2023-03-01	Springdale Township	12
162183	2023-05-01	Springdale Township	5
162184	2023-02-01	Squirrel Hill North (Pittsburgh)	79
162185	2023-02-01	Squirrel Hill South (Pittsburgh)	113
